club_id,league,possession_pct,ppda,directness_idx,line_height_m
749,Serie A,42.02392820487938,14.330592105263158,0.35824436514932123,50.828947368421055
430,Serie A,56.68763952573824,14.067105263157895,0.4092373790156687,61.921052631578945
8970,Serie A,43.65035731520046,14.422368421052632,0.3828715360417235,55.684210526315795
252,Serie A,42.91187738436018,13.75921052631579,0.4196428569086814,54.642105263157895
46,Serie A,59.89773556247302,14.469736842105263,0.4332317071849903,62.86842105263158
506,Serie A,55.96228507007537,14.292105263157895,0.41625371641352704,57.578947368421055
398,Serie A,52.25731446381373,14.544736842105262,0.45606229126582787,59.23684210526316
1005,Serie A,47.220242321019164,14.078947368421053,0.34792452803930224,51.421052631578945
2919,Serie A,45.588235270174245,14.392763157894738,0.3145161286699123,56.1578947368421
6195,Serie A,61.750088735933595,15.194078947368421,0.425122161418476,62.86842105263158
130,Serie A,40.2482979414304,13.968421052631578,0.46865671595158537,49.89473684210527
12,Serie A,56.28425627361855,14.20328947368421,0.4338482201363841,60.026315789473685
380,Serie A,40.56224898240889,14.422368421052632,0.3110561053539141,50.0
1038,Serie A,44.452313492811065,13.979473684210525,0.43866170980421576,52.43157894736842
6574,Serie A,49.78284472497595,14.560526315789474,0.42348236989331794,53.921052631578945
2722,Serie A,42.41842607650772,13.990131578947368,0.4539969827239865,49.28947368421053
3522,Serie A,41.74477287608336,13.625,0.37132987878123497,56.68421052631579
416,Serie A,49.9090357691714,13.307236842105263,0.40623734288933283,56.5
410,Serie A,48.10831571958742,14.025657894736842,0.38722554874761456,50.526315789473685
607,Serie A,34.37806069110866,13.818421052631578,0.3418803409063238,43.684210526315795
276,Serie A,45.773524710463995,13.342368421052631,0.39920358367386577,55.084210526315786
